Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1870.939182716374
FDW14,OUT017,1594.259708354085
NCN55,OUT010,1821.9461338526708
FDQ58,OUT017,2549.533158445346
FDY38,OUT027,5087.496833941115
FDH56,OUT046,1944.3939478034793
FDL48,OUT018,676.8832238586454
FDC48,OUT027,2806.6785260701577
FDN33,OUT045,1544.8042377369122
FDA36,OUT017,3055.820370308199
FDT44,OUT017,2002.7517492828142
FDQ56,OUT045,1361.670470046744
NCC54,OUT019,1819.2718509680508
FDU11,OUT049,2081.541382959482
DRL59,OUT013,961.1649811441075
FDM24,OUT049,2545.447131901095
FDI57,OUT045,3043.4548149090037
DRC12,OUT018,2723.372458363786
NCM42,OUT027,3197.6789956220496
FDA46,OUT010,1128.682135268613
FDA31,OUT013,2786.3461231733163
NCJ31,OUT035,3799.210757570741
FDG52,OUT046,863.1784238115288
NCL19,OUT019,383.5364840373629
FDS10,OUT035,2982.743807214014
FDX22,OUT010,1456.9395929494526
NCF19,OUT035,998.6715746145917
NCE06,OUT046,2524.236324922576
DRC27,OUT046,3767.895474128892
FDE21,OUT035,2045.0433582607488
NCR42,OUT019,-1250.3533170465225
FDX51,OUT018,2842.7196147126924
NCR06,OUT018,511.1344674845381
FDU31,OUT027,4873.130324966143
FDU59,OUT017,2689.074022162675
FDR03,OUT027,4667.379058524577
FDS49,OUT027,2770.1203556340674
FDD48,OUT010,-10.224638720863254
NCF18,OUT017,3080.609015332962
NCD43,OUT027,3105.3291290927586
NCD54,OUT018,2003.3277464925268
FDY19,OUT010,19.608141843504313
NCY54,OUT017,2786.023692601203
NCL19,OUT018,2022.3471879704653
FDP23,OUT010,1513.0966081888519
FDC26,OUT013,1850.196817516385
FDR14,OUT010,-930.4953177420523
NCS41,OUT035,2986.8671210214225
FDF41,OUT035,3971.847243682291
FDU34,OUT046,2001.4215827310145
DRH11,OUT046,987.7910488179027
FDM03,OUT013,1734.306189968442
FDS31,OUT017,2964.5917668606576
FDJ20,OUT017,2112.0984097230653
FDV44,OUT027,4428.501656539058
FDG02,OUT049,3083.4285416265507
FDA09,OUT013,2877.685586700414
FDT04,OUT013,741.1668647772224
FDL58,OUT019,2225.5778616915236
FDE52,OUT045,1473.472343830279
FDW12,OUT035,2502.939029926432
FDL51,OUT017,3494.618969534325
NCY42,OUT027,3670.712526738616
FDR07,OUT017,1699.4393898348908
FDN40,OUT045,2345.836926348935
FDB35,OUT027,2975.9783394438878
FDA22,OUT017,2711.56581243246
NCL06,OUT046,4019.423132425539
FDI35,OUT013,2888.87936327078
NCW42,OUT045,3356.085750110903
NCX06,OUT049,2923.979304690213
FDC37,OUT027,3207.976944176599
FDZ14,OUT018,1762.3402126578112
DRG49,OUT049,3883.2264564875995
NCG06,OUT045,3874.052735601167
DRC36,OUT045,2696.8284963033566
FDV21,OUT019,89.27235427395567
FDB53,OUT046,2334.9547441225736
DRP47,OUT019,1968.5090196720967
FDA14,OUT013,2344.5144386646207
DRC24,OUT035,2556.2042949619026
FDW21,OUT018,1435.4285516631198
NCH29,OUT046,1578.7037211504248
FDU58,OUT013,3042.568368735994
FDY27,OUT017,2892.3727866110166
FDV56,OUT035,1976.6987138503455
FDT59,OUT046,3587.917144859939
FDB23,OUT046,3553.8888629722605
FDR49,OUT045,762.4914499519141
FDB03,OUT010,1876.210011345197
FDN39,OUT045,2597.0655579961594
FDX02,OUT027,4893.145922537622
FDQ16,OUT027,3195.539846891494
FDU35,OUT018,1352.985473075812
NCT29,OUT013,1985.9070907123435
FDZ27,OUT046,873.9901638157849
FDN57,OUT017,2348.925440721208
FDA03,OUT018,2092.5879855477433
FDZ36,OUT045,2896.7671305452704
NCU05,OUT013,1379.4634519505423
FDT39,OUT018,2203.3646400201333
FDK60,OUT017,1720.3730090295394
FDZ25,OUT017,2807.8535813478784
FDG12,OUT046,1999.7385885805281
DRB01,OUT019,1083.79119034563
NCC43,OUT027,5258.743808759189
FDX13,OUT019,1980.8104070723803
FDM22,OUT049,1099.2081047278436
FDJ03,OUT027,2354.3880013473495
FDU14,OUT018,3601.9716201656015
FDB33,OUT010,669.907977304348
FDP27,OUT046,2978.020301363539
FDO38,OUT010,-585.3692207306118
FDE28,OUT027,5040.034764698825
FDO27,OUT035,1731.9868820961103
DRL23,OUT027,3167.754063849555
FDS28,OUT046,1029.6824006549937
FDX24,OUT013,1579.5301944084474
FDZ02,OUT035,1787.4776726509829
FDL46,OUT045,1834.7903445194472
FDS60,OUT027,4249.258484224516
NCO06,OUT017,714.0429640809563
FDO16,OUT035,1579.9403597666533
FDC60,OUT049,1597.998465585994
FDA48,OUT018,3143.8846651684416
FDZ36,OUT027,4386.088583846036
FDK27,OUT045,1909.4823852880268
FDW23,OUT018,475.73667818238704
FDM14,OUT018,1540.6759226473137
FDM14,OUT013,1814.9217940676442
FDW60,OUT018,2586.458305864889
FDE21,OUT013,1938.00736115093
NCM42,OUT035,1913.8177600521335
FDY59,OUT010,-322.57236214223616
DRI49,OUT049,1410.3753672783173
FDT28,OUT019,537.193639128337
FDQ22,OUT018,490.14737037634126
FDR60,OUT049,1378.4911174586252
FDC50,OUT019,-340.85422123211447
FDV24,OUT013,2424.3962089758033
DRF48,OUT010,1119.060841370876
FDQ47,OUT046,723.8498712593777
DRN36,OUT049,1681.659065644245
NCY06,OUT035,2185.3958416696896
FDE52,OUT035,1668.981570941485
NCB54,OUT045,1962.8284733245248
NCF31,OUT035,2546.703777494887
FDJ08,OUT027,4391.11192021655
NCC07,OUT017,1823.4928653833967
NCD19,OUT027,2337.774321991258
FDL46,OUT049,2024.426057952168
FDM20,OUT045,3749.1473859905486
NCI06,OUT010,944.3249460812608
DRM11,OUT035,4125.764121758388
NCH07,OUT018,2216.6884368633832
FDS23,OUT013,2105.5997039554904
FDO49,OUT018,670.8014883140941
FDS35,OUT049,1219.255353042506
DRK39,OUT045,1288.7769665744383
DRI39,OUT049,1099.0229014204165
FDV04,OUT017,2627.695596171845
NCN14,OUT035,2972.093139963069
FDH08,OUT013,3646.9183959139664
FDS20,OUT046,2872.077854030573
FDV40,OUT049,1377.3197227024355
FDZ48,OUT010,-89.75777874072935
FDS24,OUT027,2930.6699844661575
FDK44,OUT049,2826.339501309601
FDS48,OUT045,2337.7697455132125
FDK26,OUT010,1107.0628720251784
FDD23,OUT045,2938.902457080318
NCH54,OUT017,2634.1437677723825
NCP14,OUT010,-185.90664399996865
FDM60,OUT010,-1101.8950705517445
FDV24,OUT017,2480.531682393347
FDH08,OUT018,3310.5168701166895
FDS12,OUT027,3457.4849101984023
FDR39,OUT027,4256.274479424237
FDP12,OUT027,2172.4638571865667
DRF60,OUT027,5054.831176792573
FDC09,OUT035,1881.9101399981648
FDF50,OUT018,2797.163720025191
FDG28,OUT035,3951.857320882121
NCE19,OUT017,1059.613563260956
NCM53,OUT010,-138.5576288296869
NCN18,OUT049,1871.717966345761
FDF32,OUT035,3236.0338423063536
FDF11,OUT013,3796.045093399683
DRI59,OUT049,3570.066852405136
NCG54,OUT035,2781.622075127091
FDM44,OUT046,1678.4868095474767
FDT57,OUT018,3412.025229380306
FDV24,OUT046,2373.781615146801
FDI50,OUT019,1711.4247140800026
FDS09,OUT035,1106.5236806287712
NCC31,OUT027,3862.575335321057
FDQ07,OUT019,1569.9893302070495
FDC22,OUT017,3130.687673650169
FDZ56,OUT046,2684.669162180359
FDZ40,OUT019,-886.0940874237558
FDS46,OUT027,3391.2908635886947
DRD24,OUT045,2177.035346637587
FDV45,OUT017,3073.9361595090663
FDL26,OUT045,2399.2209304114886
FDA56,OUT018,1741.1320116765369
FDN27,OUT046,1896.5397585239803
FDM20,OUT049,3895.421196284667
FDO16,OUT017,1511.5561049267712
FDL03,OUT035,3245.7850062460766
FDE58,OUT046,1862.193037929172
FDI02,OUT027,3275.216609685815
NCC55,OUT019,-1192.0364784607684
FDR03,OUT018,2986.2166290662753
FDB14,OUT017,1657.6776990891954
FDR45,OUT013,3773.9862674743767
NCN07,OUT017,2175.647295747556
FDM51,OUT019,-145.47152192188133
