Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1592.3319407676236
FDW14,OUT017,1453.2552726843226
NCN55,OUT010,573.4463033583561
FDQ58,OUT017,2499.0249388121897
FDY38,OUT027,5848.628163035665
FDH56,OUT046,1945.8606531751668
FDL48,OUT018,738.5639038944313
FDC48,OUT027,2101.9849646725183
FDN33,OUT045,1533.5468097722355
FDA36,OUT017,3061.188807091601
FDT44,OUT017,1963.4813403558258
FDQ56,OUT045,1437.6871946439026
NCC54,OUT019,572.7049566199105
FDU11,OUT049,2009.4428646497938
DRL59,OUT013,848.9745621426766
FDM24,OUT049,2485.013418686667
FDI57,OUT045,3094.5942393075
DRC12,OUT018,3055.189020131154
NCM42,OUT027,2922.157900895813
FDA46,OUT010,504.67091969905573
FDA31,OUT013,2832.45942610931
NCJ31,OUT035,3873.268418982987
FDG52,OUT046,746.3381458057162
NCL19,OUT019,288.9821332777919
FDS10,OUT035,3008.5753459659168
FDX22,OUT010,567.3619493159771
NCF19,OUT035,739.7091076448161
NCE06,OUT046,2563.494895070462
DRC27,OUT046,3895.6691882893692
FDE21,OUT035,1945.8606531751668
NCR42,OUT019,130.48099331578635
FDX51,OUT018,3056.8603656306227
NCR06,OUT018,664.3412496533826
FDU31,OUT027,5853.610942111851
FDU59,OUT017,2572.28096077663
FDR03,OUT027,5853.610942111851
FDS49,OUT027,2011.9711928066772
FDD48,OUT010,269.1965046568362
NCF18,OUT017,3059.5174615921323
NCD43,OUT027,2871.5196257562375
NCD54,OUT018,2127.7032474912467
FDY19,OUT010,269.61696491894713
NCY54,OUT017,2832.45942610931
NCL19,OUT018,2467.4473732608517
FDP23,OUT010,573.2673329798687
FDC26,OUT013,1702.076860975396
FDR14,OUT010,130.48099331578635
NCS41,OUT035,3059.5174615921323
FDF41,OUT035,3909.2485038212517
FDU34,OUT046,2012.4288459474503
DRH11,OUT046,960.8996166719086
FDM03,OUT013,1589.7644159137903
FDS31,OUT017,3017.948107801527
FDJ20,OUT017,2009.4428646497938
FDV44,OUT027,5104.125111358721
FDG02,OUT049,3061.188807091601
FDA09,OUT013,2967.5018668867338
FDT04,OUT013,710.2074309735601
FDL58,OUT019,572.0628699586368
FDE52,OUT045,1486.6450236102385
FDW12,OUT035,2468.6663323745483
FDL51,OUT017,3670.826415144418
NCY42,OUT027,3031.140932473443
FDR07,OUT017,1536.0622884374932
FDN40,OUT045,2492.695201033599
FDB35,OUT027,2690.675060311868
FDA22,OUT017,2578.110415498218
NCL06,OUT046,4082.018287332674
FDI35,OUT013,3017.948107801527
NCW42,OUT045,3768.8102060382344
NCX06,OUT049,2980.99388245696
FDC37,OUT027,2902.4472398437415
FDZ14,OUT018,2009.4428646497938
DRG49,OUT049,3893.384685689304
NCG06,OUT045,4041.611919514215
DRC36,OUT045,2830.7880806098415
FDV21,OUT019,280.5143269946822
FDB53,OUT046,2477.762570485698
DRP47,OUT019,570.9247113550247
FDA14,OUT013,2474.5878144601775
DRC24,OUT035,2493.914160147296
FDW21,OUT018,1561.1029845029545
NCH29,OUT046,1536.0622884374932
FDU58,OUT013,3061.188807091601
FDY27,OUT017,2878.464875291441
FDV56,OUT035,1599.8947073955567
FDT59,OUT046,3817.5633564859386
FDB23,OUT046,3786.772778647755
FDR49,OUT045,737.2026303875406
FDB03,OUT010,574.0883900196296
FDN39,OUT045,2577.3798207073464
FDX02,OUT027,5848.628163035665
FDQ16,OUT027,2900.536810852234
FDU35,OUT018,1540.2401831362106
NCT29,OUT013,2009.4428646497938
FDZ27,OUT046,746.3381458057162
FDN57,OUT017,2029.0211828522256
FDA03,OUT018,2474.5878144601775
FDZ36,OUT045,3061.188807091601
NCU05,OUT013,1449.484929295819
FDT39,OUT018,2484.236734676026
FDK60,OUT017,1536.0622884374932
FDZ25,OUT017,2712.7517636885937
FDG12,OUT046,2009.4428646497938
DRB01,OUT019,495.29419627824325
NCC43,OUT027,5848.628163035665
FDX13,OUT019,571.6159561934986
FDM22,OUT049,873.5116442465026
FDJ03,OUT027,1019.4948342271007
FDU14,OUT018,3785.5069372919297
FDB33,OUT010,385.36297663696973
FDP27,OUT046,3061.188807091601
FDO38,OUT010,160.350651312183
FDE28,OUT027,5848.628163035665
FDO27,OUT035,1531.8795759220736
DRL23,OUT027,2894.0159187631734
FDS28,OUT046,960.2490565024077
FDX24,OUT013,1536.7523828552016
FDZ02,OUT035,1536.0622884374932
FDL46,OUT045,1945.8606531751668
FDS60,OUT027,4839.243554535915
NCO06,OUT017,659.8425830543532
FDO16,OUT035,1427.5944712282842
FDC60,OUT049,1453.2552726843226
FDA48,OUT018,3523.619449297937
FDZ36,OUT027,5104.125111358721
FDK27,OUT045,2006.8696060173468
FDW23,OUT018,662.562713975747
FDM14,OUT018,1656.6422700954988
FDM14,OUT013,1592.3319407676236
FDW60,OUT018,2875.355392944159
FDE21,OUT013,1945.8606531751668
NCM42,OUT035,1599.8947073955567
FDY59,OUT010,231.56255978202134
DRI49,OUT049,1328.2050387966162
FDT28,OUT019,366.5350039441587
FDQ22,OUT018,664.3412496533826
FDR60,OUT049,1271.7477645028143
FDC50,OUT019,236.20105279745522
FDV24,OUT013,2485.013418686667
DRF48,OUT010,486.2793182676244
FDQ47,OUT046,670.2333808995146
DRN36,OUT049,1536.0622884374932
NCY06,OUT035,2017.9561692965478
FDE52,OUT035,1486.6450236102385
NCB54,OUT045,2017.9561692965478
NCF31,OUT035,2490.947671414355
FDJ08,OUT027,5125.148789058056
NCC07,OUT017,1587.2234200378655
NCD19,OUT027,1216.9276431618166
FDL46,OUT049,1965.803479136508
FDM20,OUT045,3915.5251564450696
NCI06,OUT010,444.4841555716117
DRM11,OUT035,4091.850696052712
NCH07,OUT018,2543.3802478617013
FDS23,OUT013,2020.757175288447
FDO49,OUT018,736.4940782938285
FDS35,OUT049,1070.6668002679014
DRK39,OUT045,1395.009725727599
DRI39,OUT049,932.0868930638247
FDV04,OUT017,2547.708689322679
NCN14,OUT035,3059.5174615921323
FDH08,OUT013,3810.186115195023
FDS20,OUT046,3061.188807091601
FDV40,OUT049,1143.7260390011406
FDZ48,OUT010,261.53665476313853
FDS24,OUT027,2555.82789804225
FDK44,OUT049,2829.5691214961444
FDS48,OUT045,2478.9815295993944
FDK26,OUT010,488.2251093817951
FDD23,OUT045,3061.188807091601
NCH54,OUT017,2565.9516174003948
NCP14,OUT010,241.79331934219266
FDM60,OUT010,130.48099331578635
FDV24,OUT017,2485.013418686667
FDH08,OUT018,3594.4369409188644
FDS12,OUT027,3004.021737713942
FDR39,OUT027,4912.924440978287
FDP12,OUT027,954.1502194847767
DRF60,OUT027,5853.610942111851
FDC09,OUT035,1584.943031804832
FDF50,OUT018,3062.6011547239927
FDG28,OUT035,3913.2818908422323
NCE19,OUT017,915.2209052777954
NCM53,OUT010,250.96691647232186
NCN18,OUT049,1679.1133789722571
FDF32,OUT035,3110.4996435940448
FDF11,OUT013,3897.2634461815746
DRI59,OUT049,3793.0693233501265
NCG54,OUT035,2713.9707228022894
FDM44,OUT046,1568.271368107305
FDT57,OUT018,3638.030347887204
FDV24,OUT046,2483.0177755623295
FDI50,OUT019,572.7541147971108
FDS09,OUT035,758.3706018561509
NCC31,OUT027,4104.772050381423
FDQ07,OUT019,572.0628699586368
FDC22,OUT017,3061.188807091601
FDZ56,OUT046,2713.9707228022894
FDZ40,OUT019,130.48099331578635
FDS46,OUT027,2944.2613226208446
DRD24,OUT045,2034.1702056690797
FDV45,OUT017,3059.5174615921323
FDL26,OUT045,2499.0249388121897
FDA56,OUT018,2009.4428646497938
FDN27,OUT046,1951.0978518500447
FDM20,OUT049,3908.9086779881745
FDO16,OUT017,1395.009725727599
FDL03,OUT035,3059.5174615921323
FDE58,OUT046,1945.8606531751668
FDI02,OUT027,2934.012748874923
NCC55,OUT019,130.48099331578635
FDR03,OUT018,3281.3082584864496
FDB14,OUT017,1508.088665754945
FDR45,OUT013,3897.2634461815746
NCN07,OUT017,2020.757175288447
FDM51,OUT019,244.74996133953795
FDT52,OUT027,5853.610942111851
FDL26,OUT046,2497.4630989492434
NCZ42,OUT046,3886.652043997891
DRI47,OUT019,369.3504710340842
FDW40,OUT013,2042.6634417355713
FDN34,OUT046,2713.9707228022894
FDS01,OUT035,2891.497728233028
NCG55,OUT045,1943.225267869017
FDC11,OUT035,1447.8283175977517
FDX35,OUT018,3557.8223958056888
NCB06,OUT046,2555.4711652871943
FDR09,OUT019,571.5667980162983
FDC53,OUT017,1536.0622884374932
FDY45,OUT013,4035.470065464422
FDA22,OUT010,384.6215683920579
FDE02,OUT035,1531.8795759220736
FDW21,OUT045,1561.1029845029545
FDV34,OUT046,1170.0487514904835
FDS59,OUT049,1599.8947073955567
NCW17,OUT017,2017.9561692965478
NCK54,OUT046,1945.8606531751668
FDG17,OUT019,572.7541147971108
FDG35,OUT017,2830.7880806098415
FDD08,OUT010,130.48099331578635
NCO07,OUT017,3665.966018805956
FDJ10,OUT010,282.9059995591734
FDW36,OUT017,1584.943031804832
FDW21,OUT010,238.261541290776
FDY19,OUT017,1948.3689297509973
DRE03,OUT013,786.4623604620165
NCC55,OUT049,671.8764263218926
FDH52,OUT010,136.15554122011704
FDO09,OUT017,4083.659929362496
FDU43,OUT045,3899.767203041827
FDX09,OUT010,421.19753902339704
FDH40,OUT019,194.94251847642784
FDW58,OUT017,1584.943031804832
FDC47,OUT017,3778.4616418582527
NCR41,OUT035,1531.8795759220736
DRG49,OUT035,3900.0011641461983
FDC52,OUT027,4071.8506770314566
FDY13,OUT046,1176.9082008271123
FDY35,OUT013,715.7353232407285
FDI35,OUT017,3045.21374760022
NCU18,OUT049,2045.6992155542655
FDY33,OUT018,2542.161288748004
FDC15,OUT027,4195.775133301067
FDU01,OUT049,3059.5174615921323
NCU42,OUT046,2715.642068301758
NCV29,OUT018,2873.6840474446903
NCY30,OUT017,3059.5174615921323
FDQ46,OUT049,1702.076860975396
FDG58,OUT027,4104.772050381423
FDK33,OUT017,3671.22032880276
NCD07,OUT045,1943.225267869017
NCX29,OUT027,4000.2308999283537
NCT42,OUT013,2478.9815295993944
DRN59,OUT035,737.2026303875406
FDI44,OUT035,1275.4649381650906
FDA45,OUT049,2876.793529791972
FDP31,OUT045,1070.0628681470773
FDY01,OUT046,1940.9869458835385
FDT09,OUT018,2026.131624746684
DRH03,OUT027,2834.7935773422005
FDA36,OUT018,3056.8603656306227
NCF31,OUT017,2496.2658498843434
FDG14,OUT049,2486.232377800364
FDG28,OUT027,5853.610942111851
FDU14,OUT049,4005.7891382821344
FDY47,OUT019,284.9934581476576
FDI56,OUT049,1486.6450236102385
DRD01,OUT013,1013.5504471634125
FDM22,OUT046,965.2596481243096
FDH33,OUT013,713.0630521502115
DRZ24,OUT013,1963.4813403558258
NCQ38,OUT046,1584.943031804832
FDO16,OUT027,2332.612028399765
