Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1648.078034597879
FDW14,OUT017,1363.2423787986584
NCN55,OUT010,570.680874884296
FDQ58,OUT017,2472.9228306950613
FDY38,OUT027,5850.951776877882
FDH56,OUT046,1926.641706011502
FDL48,OUT018,772.7666463683796
FDC48,OUT027,2194.8497635360095
FDN33,OUT045,1528.9262231297157
FDA36,OUT017,3112.1250695305025
FDT44,OUT017,1929.5529852426366
FDQ56,OUT045,1365.7534507747014
NCC54,OUT019,571.8670456523563
FDU11,OUT049,2016.508889750526
DRL59,OUT013,865.5286208423917
FDM24,OUT049,2448.7524273117915
FDI57,OUT045,3066.866366882016
DRC12,OUT018,2965.4724161776485
NCM42,OUT027,2911.530614325871
FDA46,OUT010,509.16077411539044
FDA31,OUT013,2837.0090712749766
NCJ31,OUT035,3847.239818749972
FDG52,OUT046,779.7312925814051
NCL19,OUT019,289.4366493420723
FDS10,OUT035,2980.444087096276
FDX22,OUT010,565.901681408679
NCF19,OUT035,762.7793540894911
NCE06,OUT046,2552.984405051373
DRC27,OUT046,3896.8767084377723
FDE21,OUT035,1946.394501800248
NCR42,OUT019,131.3247133617504
FDX51,OUT018,2997.904088571583
NCR06,OUT018,620.4190145664782
FDU31,OUT027,5852.891809938392
FDU59,OUT017,2549.0643003626305
FDR03,OUT027,5851.591443830846
FDS49,OUT027,2076.9203496809873
FDD48,OUT010,267.51576025989255
NCF18,OUT017,3034.845994942701
NCD43,OUT027,2862.278416642482
NCD54,OUT018,2110.0766404531264
FDY19,OUT010,268.2488282524966
NCY54,OUT017,2846.517925889861
NCL19,OUT018,2422.3014305785982
FDP23,OUT010,568.2086135670364
FDC26,OUT013,1741.7266795935561
FDR14,OUT010,131.3247133617504
NCS41,OUT035,3122.841745557192
FDF41,OUT035,3864.815419874867
FDU34,OUT046,2043.1563408743991
DRH11,OUT046,929.3189177737164
FDM03,OUT013,1653.9123801530575
FDS31,OUT017,3047.9563378377065
FDJ20,OUT017,2005.6325892414065
FDV44,OUT027,5150.978261932568
FDG02,OUT049,3129.92278641674
FDA09,OUT013,2988.110043041981
FDT04,OUT013,695.5419051987019
FDL58,OUT019,571.3404618103064
FDE52,OUT045,1382.1775390385076
FDW12,OUT035,2482.2509541373793
FDL51,OUT017,3682.3263702536656
NCY42,OUT027,3047.679964482094
FDR07,OUT017,1543.932307898932
FDN40,OUT045,2469.3748402001047
FDB35,OUT027,2693.9087485494842
FDA22,OUT017,2540.6808420922443
NCL06,OUT046,4125.690522378224
FDI35,OUT013,3052.266202717687
NCW42,OUT045,3759.214123230802
NCX06,OUT049,3008.2823090235465
FDC37,OUT027,2886.9999370118535
FDZ14,OUT018,1948.6141926990717
DRG49,OUT049,3869.1809473036446
NCG06,OUT045,4072.781261565249
DRC36,OUT045,2852.687780374415
FDV21,OUT019,281.5371826329847
FDB53,OUT046,2502.1878448064253
DRP47,OUT019,568.8004035499912
FDA14,OUT013,2460.016930768621
DRC24,OUT035,2536.4778055931192
FDW21,OUT018,1609.051284341567
NCH29,OUT046,1544.9579624843232
FDU58,OUT013,3096.4835501309444
FDY27,OUT017,2875.2140750217422
FDV56,OUT035,1661.3648076590077
FDT59,OUT046,3828.378982672941
FDB23,OUT046,3761.186782780328
FDR49,OUT045,759.7523927696341
FDB03,OUT010,571.8670456523563
FDN39,OUT045,2624.46894153588
FDX02,OUT027,5850.951776877882
FDQ16,OUT027,2881.656406579697
FDU35,OUT018,1552.5453102309618
NCT29,OUT013,2007.5370382569777
FDZ27,OUT046,781.8603600227692
FDN57,OUT017,2035.9414922698788
FDA03,OUT018,2417.1095132563983
FDZ36,OUT045,3121.170877243973
NCU05,OUT013,1402.8194935637518
FDT39,OUT018,2388.145261555011
FDK60,OUT017,1542.678205719735
FDZ25,OUT017,2789.85907365347
FDG12,OUT046,2072.0268333472773
DRB01,OUT019,506.07903032609016
NCC43,OUT027,5850.951776877882
FDX13,OUT019,568.0096357724997
FDM22,OUT049,875.1384762730771
FDJ03,OUT027,1084.7259476362449
FDU14,OUT018,3798.733577215002
FDB33,OUT010,381.16233410263055
FDP27,OUT046,3126.661410091196
FDO38,OUT010,159.57755616507842
FDE28,OUT027,5850.951776877882
FDO27,OUT035,1528.1546410791277
DRL23,OUT027,2879.769560943359
FDS28,OUT046,929.3189177737164
FDX24,OUT013,1459.5832219163058
FDZ02,OUT035,1542.9044751524054
FDL46,OUT045,1909.755023371631
FDS60,OUT027,4734.6031032535275
NCO06,OUT017,591.3492929302348
FDO16,OUT035,1359.2027156422707
FDC60,OUT049,1361.8439728172402
FDA48,OUT018,3431.916499596748
FDZ36,OUT027,5146.176802724599
FDK27,OUT045,2040.996093439573
FDW23,OUT018,608.9346010770646
FDM14,OUT018,1685.7139198343727
FDM14,OUT013,1654.4344587117073
FDW60,OUT018,2830.5300370792625
FDE21,OUT013,1952.9548341348384
NCM42,OUT035,1661.6897238797046
FDY59,OUT010,227.7186920554863
DRI49,OUT049,1310.8625843477514
FDT28,OUT019,362.94099888189515
FDQ22,OUT018,609.5202281176712
FDR60,OUT049,1268.4894715933724
FDC50,OUT019,234.79197163440816
FDV24,OUT013,2418.5296598134373
DRF48,OUT010,491.5723312131456
FDQ47,OUT046,629.5712829254003
DRN36,OUT049,1539.4145090777497
NCY06,OUT035,2020.6939792927972
FDE52,OUT035,1382.6575147480667
NCB54,OUT045,2011.222233276304
NCF31,OUT035,2492.6990315725543
FDJ08,OUT027,5158.890061547995
NCC07,OUT017,1652.9146979089899
NCD19,OUT027,1270.4957863375464
FDL46,OUT049,1963.9173438525481
FDM20,OUT045,4031.354751082276
NCI06,OUT010,449.2025156807655
DRM11,OUT035,4210.574542148547
NCH07,OUT018,2493.7675634311295
FDS23,OUT013,2026.3178635021372
FDO49,OUT018,771.79872921254
FDS35,OUT049,1066.4030973166948
DRK39,OUT045,1347.0368910891737
DRI39,OUT049,911.1484286101883
FDV04,OUT017,2519.1986758655003
NCN14,OUT035,3061.4243513131314
FDH08,OUT013,3764.368838533374
FDS20,OUT046,3146.6787455640033
FDV40,OUT049,1140.5221591932561
FDZ48,OUT010,258.8147410926586
FDS24,OUT027,2573.289293451233
FDK44,OUT049,2834.9043791947
FDS48,OUT045,2523.6090022683043
FDK26,OUT010,494.4710749519147
FDD23,OUT045,3105.141999313068
NCH54,OUT017,2591.4064951252803
NCP14,OUT010,240.1985095925853
FDM60,OUT010,131.3247133617504
FDV24,OUT017,2450.5513016652317
FDH08,OUT018,3521.040922080462
FDS12,OUT027,2997.8484976583945
FDR39,OUT027,4784.535970150214
FDP12,OUT027,1004.3135389719461
DRF60,OUT027,5852.891809938392
FDC09,OUT035,1650.9210632011468
FDF50,OUT018,3017.2234991184173
FDG28,OUT035,4032.219899670845
NCE19,OUT017,864.1789915221035
NCM53,OUT010,249.32485774687535
NCN18,OUT049,1730.8487557463127
FDF32,OUT035,3140.1972961122515
FDF11,OUT013,3968.2015481356993
DRI59,OUT049,3793.0591758779374
NCG54,OUT035,2796.951200893506
FDM44,OUT046,1641.728348463287
FDT57,OUT018,3608.7914984012523
FDV24,OUT046,2455.7229641187787
FDI50,OUT019,570.5496940328148
FDS09,OUT035,773.7634983947273
NCC31,OUT027,4092.8316495363065
FDQ07,OUT019,571.3404618103064
FDC22,OUT017,3124.8526702497966
FDZ56,OUT046,2802.121039064449
FDZ40,OUT019,131.3247133617504
FDS46,OUT027,2945.6604312472004
DRD24,OUT045,2064.045281396348
FDV45,OUT017,3090.7824866596447
FDL26,OUT045,2528.000292799022
FDA56,OUT018,1990.0050114012556
FDN27,OUT046,1958.1267761149597
FDM20,OUT049,3970.992776314814
FDO16,OUT017,1345.4599345701645
FDL03,OUT035,3022.2023075834404
FDE58,OUT046,1940.3588388220564
FDI02,OUT027,2926.7034986822005
NCC55,OUT019,131.3247133617504
FDR03,OUT018,3259.588809310172
FDB14,OUT017,1449.2696306399603
FDR45,OUT013,3969.4020486746435
NCN07,OUT017,2044.257459156376
FDM51,OUT019,248.75748971582456
FDT52,OUT027,5852.891809938392
FDL26,OUT046,2511.3015887816982
NCZ42,OUT046,3927.292952668423
DRI47,OUT019,363.9224259978623
FDW40,OUT013,2065.581031476752
FDN34,OUT046,2783.0400439637597
FDS01,OUT035,2947.7254657044496
NCG55,OUT045,1920.77354137024
FDC11,OUT035,1362.3153756852041
FDX35,OUT018,3494.26025727035
NCB06,OUT046,2587.960847166938
FDR09,OUT019,569.3269873920412
FDC53,OUT017,1542.6451969609357
FDY45,OUT013,4112.951034432661
FDA22,OUT010,385.7412873337227
FDE02,OUT035,1527.5939445331387
FDW21,OUT045,1634.6309772900433
FDV34,OUT046,1168.2578837452309
FDS59,OUT049,1656.8781897767167
NCW17,OUT017,2062.551131520262
NCK54,OUT046,1954.6834895792206
FDG17,OUT019,570.5496940328148
FDG35,OUT017,2866.9591482493543
FDD08,OUT010,131.3247133617504
NCO07,OUT017,3674.528797425243
FDJ10,OUT010,280.28258664992285
FDW36,OUT017,1651.0673622095167
FDW21,OUT010,239.80338612110828
FDY19,OUT017,1923.5433656700884
DRE03,OUT013,816.33924066427
NCC55,OUT049,644.7885750368489
FDH52,OUT010,135.2709260552865
FDO09,OUT017,4057.9747067814505
FDU43,OUT045,3984.7631664911028
FDX09,OUT010,424.4330509806886
FDH40,OUT019,199.5015018603052
FDW58,OUT017,1649.1671458377446
FDC47,OUT017,3762.5996192528914
NCR41,OUT035,1504.0198427432074
DRG49,OUT035,3928.786833648268
